立木ID,立木号,樹種,胸高直径,樹高,矢高,材積,ステータス,間伐,レ,境界木,除外木,確認,調査地?,コメント,幹周,経度,緯度,平面直?,平面??_1
901,-1,スギ,44.09999847,23.70000076,11,1.441264987,生立木,0,0,0,0,0,1,,138.5,136.918643,37.30116235,144405.843,-21987.446
904,-1,スギ,5.599999905,4.699999809,0,0.007553482,生立木,0,0,0,0,0,1,,17.5,136.9186671,37.30128539,144419.492,-21985.274
912,-1,アテ,21.10000038,15.69999981,2,0.252120703,生立木,0,0,0,0,0,1,,66.19999695,136.9186745,37.30113998,144403.354,-21984.664
913,-1,アテ,51.05539703,27.39999962,9.038000107,2.265116453,生立木,0,0,0,0,0,1,,160.1999969,136.9187956,37.30110194,144399.104,-21973.937
914,-1,アテ,20.39999962,15.39999962,5.199999809,0.232981265,生立木,1,0,0,0,0,1,,64,136.9187558,37.30118675,144408.525,-21977.439
920,-1,スギ,19.60000038,14.89999962,3.299999952,0.210196093,生立木,0,0,0,0,0,1,,61.5,136.9187942,37.30119631,144409.577,-21974.028
921,-1,アテ,19.89999962,15.10000038,0.400000006,0.218733564,生立木,0,0,0,0,0,1,,62.5,136.9188442,37.30116881,144406.514,-21969.608
922,-1,スギ,51.35170364,27.5,1.660099983,2.29748106,生立木,0,0,0,0,0,1,,161.1000061,136.9189234,37.30113558,144402.808,-21962.598
923,-1,スギ,38.90000153,22.39999962,1.299999952,1.072586179,生立木,0,0,0,0,0,1,,122.1999969,136.9189768,37.30113622,144402.867,-21957.865
931,-1,アテ,18.89999962,14.5,2.099999905,0.191913769,生立木,1,0,0,0,0,1,,59.29999924,136.9187057,37.30113514,144402.81,-21981.893
933,-1,スギ,39,22.39999962,1,1.077858686,生立木,0,0,0,0,0,1,,122.5,136.9187456,37.30111829,144400.93,-21978.364
935,-1,スギ,22.82419968,18.10000038,3.945199966,0.344842732,生立木,1,0,0,0,0,1,,71.59999847,136.9188123,37.30112275,144401.41,-21972.445
938,-1,スギ,40.56470108,24.89999962,2.506599903,1.353191614,生立木,0,0,0,0,0,1,,127.1999969,136.9188615,37.30103258,144391.392,-21968.117
939,-1,スギ,47.5,26.70000076,4.199999809,2.213095188,生立木,0,0,0,0,0,1,,149.1999969,136.9189657,37.30102313,144390.319,-21958.882
941,-1,スギ,17.10000038,13.5,1,0.149871677,生立木,0,0,0,0,0,1,,53.70000076,136.9189163,37.30110849,144399.803,-21963.231
942,-1,スギ,44.20000076,23.70000076,1.600000024,1.447513819,生立木,0,0,0,0,0,1,,138.8000031,136.9189461,37.3011106,144400.03,-21960.591
947,-1,アテ,18.89999962,14.5,2.400000095,0.191913769,生立木,0,0,0,0,0,1,,59.29999924,136.9190098,37.30107025,144395.537,-21954.953
950,-1,アテ,10.15950012,9.300000191,0,0.040592153,生立木,1,0,0,0,0,1,,31.70000076,136.9188276,37.30112667,144401.841,-21971.095
952,-1,アテ,9.614800453,8.800000191,7.920300484,0.034745965,生立木,0,0,0,0,0,1,,30.10000038,136.9188312,37.30109267,144398.067,-21970.786
954,-1,スギ,33.02950287,22.5,2.753599882,0.840685248,生立木,0,0,0,0,0,1,,103.5999985,136.9188992,37.30104053,144392.265,-21964.769
955,-1,スギ,15.5,12.5,5.199999809,0.116840355,生立木,0,0,0,0,0,1,,48.59999847,136.9189032,37.30107102,144395.648,-21964.404
959,-1,スギ,8.698400497,7.900000095,0,0.025997803,生立木,1,0,0,0,0,1,,27,136.9189101,37.30120389,144410.391,-21963.753
960,-1,スギ,42.63349915,25.5,6.195000172,1.517355919,生立木,0,0,0,0,0,1,,133.8000031,136.9189319,37.30103538,144391.686,-21961.869
961,-1,スギ,42.20000076,23.20000076,0.699999988,1.297334194,生立木,0,0,0,0,0,1,,132.5,136.9190824,37.30104921,144393.186,-21948.522
962,-1,スギ,48.20000076,24.5,0.300000012,1.765018463,生立木,0,0,0,0,0,1,,151.3999939,136.9190521,37.30108277,144396.918,-21951.198
963,-1,スギ,36.17300034,23.60000038,1.132400036,1.040724039,生立木,1,0,0,0,0,1,,113.4000015,136.9191483,37.30104353,144392.541,-21942.682
968,-1,スギ,23.70000076,17,1.799999952,0.334909886,生立木,0,0,0,0,0,1,,74.40000153,136.9190438,37.30101498,144389.396,-21951.956
974,-1,アテ,30.29999924,19.70000076,3.700000048,0.598906875,生立木,0,0,0,0,0,1,,95.09999847,136.9192265,37.30100784,144388.561,-21935.765
983,-1,スギ,38.3993988,24.29999924,0,1.194876075,生立木,0,0,0,0,0,1,,120.3000031,136.9190207,37.30098303,144385.856,-21954.018
987,-1,アテ,22.70000076,16.5,3.700000048,0.301329672,生立木,0,0,0,0,0,1,,71.30000305,136.9191911,37.30099151,144386.757,-21938.902
988,-1,アテ,23.60000038,17,3.799999952,0.332349539,生立木,0,0,0,0,0,1,,74.09999847,136.919225,37.30097816,144385.268,-21935.903
989,-1,スギ,59.32579804,28.89999962,0.884799957,3.141812086,生立木,0,0,0,0,0,1,,186.1999969,136.9193369,37.3009597,144383.194,-21925.99
990,-1,アテ,38.20000076,22.20000076,2.400000095,1.0268718,生立木,0,0,0,0,0,1,,120,136.9193136,37.30100518,144388.246,-21928.041
998,-1,スギ,38.75119782,24.39999962,3.632099867,1.219912529,生立木,1,0,0,0,0,1,,121.5,136.9191135,37.30104444,144392.65,-21945.77
999,-1,アテ,21.60000038,16,0.800000012,0.267681032,生立木,1,0,0,0,0,1,,67.80000305,136.9192113,37.30102413,144390.373,-21937.101
1000,-1,アテ,37.09999847,21.89999962,1.799999952,0.958150566,生立木,1,0,0,0,0,1,,116.5,136.919331,37.30101277,144389.084,-21926.499
1011,-1,スギ,25.89999962,18,6.699999809,0.318390161,生立木,0,0,0,0,1,1,,81.30000305,136.9192647,37.30091934,144378.732,-21932.405
1012,-1,スギ,61.70000076,29.29999924,2.099999905,1.877247453,生立木,0,0,0,0,0,1,,193.8000031,136.919325,37.30089684,144376.221,-21927.066
1014,-1,アテ,19.70000076,15,7.800000191,0.21345368,生立木,0,0,0,0,0,1,,61.79999924,136.9193282,37.3009788,144385.315,-21926.754
1015,-1,スギ,25,17.60000038,2.5,0.380936503,生立木,0,0,0,0,0,1,,78.5,136.9194263,37.30096643,144383.92,-21918.066
1016,-1,スギ,62.26760101,29.39999962,2.220099926,3.491179228,生立木,0,0,0,0,0,1,,195.3999939,136.9194914,37.30095356,144382.476,-21912.296
1017,-1,スギ,34.29999924,21,3.400000095,0.791246772,生立木,0,0,0,0,0,1,,107.6999969,136.9193746,37.30099676,144387.298,-21922.634
1018,-1,スギ,35.83940125,23.5,0,1.018953562,生立木,0,0,0,0,0,1,,112.4000015,136.9191445,37.30103197,144391.259,-21943.024
1021,-1,スギ,22.5,16.39999962,3.900000095,0.294877768,生立木,0,0,0,0,0,1,,70.59999847,136.9192513,37.30095685,144382.897,-21933.574
1022,-1,スギ,16.60000038,13.19999981,5.5,0.139112458,生立木,0,0,0,0,0,1,,52.09999847,136.9194187,37.30110895,144399.737,-21918.694
1023,-1,スギ,13.5,11.10000038,7.599999905,0.081531867,生立木,0,0,0,0,0,1,,42.40000153,136.9194007,37.30119487,144409.276,-21920.264
1025,-1,アテ,37.29999924,21.89999962,1.100000024,0.968040407,生立木,0,0,0,0,0,1,,117.0999985,136.9195579,37.30100889,144388.601,-21906.381
1026,-1,アテ,19,14.60000038,6.699999809,0.194987446,生立木,0,0,0,0,0,1,,59.59999847,136.9195011,37.3010656,144394.907,-21911.399
1028,-1,スギ,29.79999924,19.5,2.599999905,0.575670898,生立木,0,0,0,0,0,1,,93.59999847,136.919528,37.30092622,144379.434,-21909.056
1029,-1,スギ,28.29999924,19,3.900000095,0.511806786,生立木,1,0,0,0,0,1,,88.90000153,136.9195993,37.30101852,144389.661,-21902.711
1031,-1,スギ,26.79999924,18.39999962,3.400000095,0.45017603,生立木,0,0,0,0,0,1,,84.09999847,136.9194293,37.30094726,144381.792,-21917.8
1032,-1,スギ,15.89999962,12.69999981,1.299999952,0.124167077,生立木,0,0,0,0,0,1,,49.90000153,136.9195141,37.30097178,144384.494,-21910.276
1033,-1,スギ,17,13.39999962,3.299999952,0.147275776,生立木,0,0,0,0,0,1,,53.40000153,136.919533,37.30100196,144387.838,-21908.591
1034,-1,スギ,22.70000076,16.5,1.399999976,0.301329672,生立木,0,0,0,0,0,1,,71.30000305,136.9196404,37.30101311,144389.05,-21899.07
1036,-1,アテ,27.5,18.60000038,4,0.476450175,生立木,0,0,0,0,0,1,,86.30000305,136.9197307,37.30109299,144397.894,-21891.042
1037,-1,アテ,30.10000038,19.60000038,3.700000048,0.588992417,生立木,0,0,0,0,0,1,,94.5,136.9196701,37.30107935,144396.394,-21896.413
1041,-1,スギ,18.39999962,14.30000019,2.700000048,0.14420642,生立木,0,0,0,0,0,1,,57.79999924,136.9194105,37.30091237,144377.925,-21919.476
1042,-1,スギ,15.5,12.5,0,0.116840355,生立木,0,0,0,0,0,1,,48.59999847,136.9194502,37.30087373,144373.628,-21915.971
1043,-1,スギ,71.80000305,28.10000038,0,4.327424526,生立木,0,0,0,0,0,1,,225.5,136.9194819,37.3009188,144378.621,-21913.144
1044,-1,スギ,20.79999924,15.60000038,2.200000048,0.24421525,生立木,0,0,0,0,0,1,,65.30000305,136.9195251,37.30089768,144376.268,-21909.326
1045,-1,スギ,27.29999924,18.60000038,18.70000076,0.470179856,生立木,0,0,0,0,0,1,,85.69999695,136.919472,37.30093581,144380.512,-21914.023
1046,-1,スギ,62.54940033,29.5,1.591699958,3.531979322,生立木,0,0,0,0,0,1,,196.3000031,136.919641,37.30093136,144379.979,-21899.039
1048,-1,スギ,35.20000076,21.29999924,4.199999809,0.843123078,生立木,0,0,0,0,0,1,,110.5,136.9196039,37.3009753,144384.863,-21902.313
1050,-1,スギ,28.85589981,20.89999962,1.246899962,0.610466421,生立木,1,0,0,0,0,1,,90.40000153,136.9196331,37.3010433,144392.402,-21899.705
1055,-1,アテ,20.5,15.39999962,3.299999952,0.235058188,生立木,0,0,0,0,0,1,,64.40000153,136.9193206,37.30093415,144380.362,-21927.439
1056,-1,スギ,14.19999981,11.60000038,4.900000095,0.093056232,生立木,0,0,0,0,0,1,,44.59999847,136.9193391,37.30091504,144378.238,-21925.807
1058,-1,スギ,19,14.60000038,2.599999905,0.194987446,生立木,0,0,0,0,0,1,,59.59999847,136.919387,37.30091271,144377.968,-21921.562
1059,-1,スギ,39.90000153,22.60000038,5.199999809,1.135810256,生立木,0,0,0,0,0,1,,125.3000031,136.9195796,37.30087954,144374.242,-21904.501
1060,-1,スギ,18,14,1.700000048,0.170080245,生立木,0,0,0,0,0,1,,56.5,136.9195595,37.30090905,144377.521,-21906.273
1061,-1,スギ,18.39999962,14.30000019,0,0.18048197,生立木,0,0,0,0,0,1,,57.79999924,136.9196034,37.30090786,144377.379,-21902.379
1063,-1,スギ,24,17.10000038,1.799999952,0.344494164,生立木,0,0,0,0,0,1,,75.30000305,136.9196212,37.30095476,144382.58,-21900.79
1064,-1,スギ,24.10000038,17.20000076,4.400000095,0.348967344,生立木,0,0,0,0,0,1,,75.69999695,136.9196851,37.30095126,144382.176,-21895.128
1066,-1,スギ,22.39999962,16.39999962,4.099999905,0.292503476,生立木,0,0,0,0,0,1,,70.30000305,136.919668,37.30096469,144383.671,-21896.638
1067,-1,スギ,23.70000076,17,4,0.334909886,生立木,0,0,0,0,0,1,,74.40000153,136.9196431,37.30097019,144384.286,-21898.84
1068,-1,スギ,31.29999924,20.10000038,1.899999976,0.636166155,生立木,0,0,0,0,0,1,,98.30000305,136.9196846,37.30097343,144384.636,-21895.163
1070,-1,スギ,19,14.60000038,4.699999809,0.194987446,生立木,0,0,0,0,0,1,,59.59999847,136.919739,37.30106844,144395.168,-21890.31
1071,-1,スギ,15.60000038,12.5,1.200000048,0.118212067,生立木,0,0,0,0,0,1,,49,136.919696,37.30105213,144393.368,-21894.124
1074,-1,スギ,12.10000038,10.10000038,0,0.061288331,生立木,0,0,0,0,0,1,,38,136.9194875,37.30088408,144374.767,-21912.659
1075,-1,スギ,17.5,13.69999981,1.899999976,0.158420026,生立木,0,0,0,0,0,1,,54.90000153,136.9195006,37.30090852,144377.476,-21911.496
1076,-1,スギ,20.5,15.39999962,0,0.235058188,生立木,0,0,0,0,0,1,,64.40000153,136.9197709,37.30097704,144385.017,-21887.512
1077,-1,スギ,25.79999924,17.89999962,1.700000048,0.409657657,生立木,0,0,0,0,0,1,,81,136.9197723,37.30101013,144388.689,-21887.379
1078,-1,スギ,16.10000038,12.89999962,3.400000095,0.12885195,生立木,0,0,0,0,0,1,,50.5,136.9197102,37.30101659,144389.421,-21892.877
1079,-1,スギ,55,25.79999924,1.700000048,2.390204906,生立木,0,0,0,0,0,1,,172.6999969,136.9197473,37.30103605,144391.571,-21889.584
1080,-1,スギ,65.40000153,27.29999924,2.799999952,3.518649101,生立木,0,0,0,0,0,1,,205.3999939,136.9198758,37.30108987,144397.514,-21878.177
1081,-1,スギ,17.70000076,13.80000019,3.900000095,0.162805006,生立木,0,0,0,0,0,1,,55.59999847,136.9197685,37.30108685,144397.204,-21887.69
1082,-1,アテ,15.89999962,12.69999981,2.099999905,0.124167077,生立木,1,0,0,0,0,1,,49.90000153,136.9198137,37.30111269,144400.061,-21883.68
1084,-1,スギ,44.09999847,23.70000076,5,1.212448955,生立木,0,0,0,0,0,1,,138.5,136.9197333,37.30096283,144383.45,-21890.852
1085,-1,スギ,17.39999962,13.69999981,4,0.156780869,生立木,0,0,0,0,0,1,,54.59999847,136.9197874,37.30104232,144392.258,-21886.032
1086,-1,スギ,17,13.39999962,3.599999905,0.147275776,生立木,0,0,0,0,0,1,,53.40000153,136.9197277,37.30103365,144391.31,-21891.324
1087,-1,スギ,13.80000019,11.30000019,2.799999952,0.086252861,生立木,0,0,0,0,0,1,,43.29999924,136.9198101,37.30106013,144394.229,-21884.009
1088,-1,スギ,16.5,13.10000038,3.200000048,0.136637688,生立木,0,0,0,0,0,1,,51.79999924,136.9198827,37.30110795,144399.519,-21877.562
1089,-1,アテ,20.10000038,15.19999981,2,0.224093959,生立木,1,0,0,0,0,1,,63.09999847,136.9197476,37.30108953,144397.506,-21889.54
1090,-1,アテ,21.5,15.89999962,3.099999905,0.263912231,生立木,1,0,0,0,0,1,,67.5,136.9198808,37.30118002,144407.517,-21877.706
1091,-1,スギ,25.74880028,19.5,0.562399983,0.462795645,生立木,0,0,0,0,0,1,,80.69999695,136.9197986,37.30116897,144406.31,-21884.998
1093,-1,スギ,12.10000038,10.10000038,7.199999809,0.061288331,生立木,0,0,0,0,0,1,,38,136.9197966,37.30102806,144390.673,-21885.214
1095,-1,スギ,63.20000076,27,21.70000076,3.260202646,生立木,0,0,0,0,0,1,,198.5,136.9198066,37.30104426,144392.469,-21884.324
1096,-1,スギ,15.19999981,12.30000019,4.400000095,0.111110419,生立木,0,0,0,0,0,1,,47.70000076,136.9198475,37.301034,144391.321,-21880.704
1098,-1,スギ,21.29999924,15.80000019,0,0.257974476,生立木,0,0,0,0,0,1,,66.90000153,136.9199581,37.30107875,144396.262,-21870.882
1099,-1,スギ,24.5,17.39999962,0,0.363387913,生立木,0,0,0,0,0,1,,76.90000153,136.9199184,37.30108607,144397.083,-21874.403
1101,-1,スギ,24.10000038,17.20000076,0.800000012,0.348967344,生立木,0,0,0,0,0,1,,75.69999695,136.9198236,37.30108254,144396.712,-21882.81
1102,-1,スギ,22.70000076,16.5,4.800000191,0.301329672,生立木,0,0,0,0,0,1,,71.30000305,136.92004,37.30117477,144406.898,-21863.594
1103,-1,スギ,18.79999924,14.5,2.200000048,0.190074816,生立木,0,0,0,0,0,1,,59,136.9199535,37.30115255,144404.452,-21871.272
1104,-1,アテ,34.40000153,21.10000038,2.400000095,0.799406946,生立木,0,0,0,0,0,1,,108,136.9198887,37.30112873,144401.824,-21877.026
1105,-1,スギ,58.20000076,26.29999924,1.299999952,2.713888884,生立木,0,0,0,0,0,1,,182.8000031,136.919876,37.30115434,144404.669,-21878.145
1106,-1,スギ,14.30000019,11.69999981,1.299999952,0.09499488,生立木,0,0,0,0,0,1,,44.90000153,136.9197487,37.30099663,144387.197,-21889.473
1108,-1,スギ,54.59999847,25.70000076,0,2.348074436,生立木,0,0,0,0,0,1,,171.5,136.9199779,37.30112828,144401.753,-21869.111
1109,-1,スギ,14.69999981,11.89999962,0,0.101439074,生立木,0,0,0,0,0,1,,46.09999847,136.9199665,37.30113587,144402.598,-21870.128
1110,-1,スギ,15.69999981,12.60000038,2,0.12046925,生立木,0,0,0,0,0,1,,49.29999924,136.9200111,37.30115727,144404.962,-21866.16
1111,-1,スギ,12.30000019,10.19999981,5.099999905,0.063713126,生立木,0,0,0,0,0,1,,38.59999847,136.919949,37.30118475,144408.026,-21871.662
1114,-1,スギ,18.79999924,14.5,0,0.190074816,生立木,0,0,0,0,0,1,,59,136.9198139,37.30101161,144388.844,-21883.688
1115,-1,スギ,17.89999962,14,3.099999905,0.168369204,生立木,0,0,0,0,0,1,,56.20000076,136.9198733,37.30104893,144392.972,-21878.413
1116,-1,スギ,56.75609589,28.5,2.21690011,2.857851267,生立木,0,0,0,0,0,1,,178.1000061,136.9198975,37.30104362,144392.376,-21876.269
1117,-1,スギ,43.79999924,23.60000038,9.100000381,1.416658163,生立木,0,0,0,0,0,1,,137.6000061,136.9200533,37.30114142,144403.194,-21862.426
1118,-1,スギ,16.5,13.10000038,8.600000381,0.136637688,生立木,0,0,0,0,0,1,,51.79999924,136.9200702,37.30115379,144404.562,-21860.929
1119,-1,スギ,45.20000076,23.89999962,3.400000095,1.523319602,生立木,0,0,0,0,0,1,,141.8999939,136.9201812,37.30115862,144405.073,-21851.086
1148,-1,スギ,17.70000076,13.80000019,4.099999905,0.162805006,生立木,0,0,0,0,0,1,,55.59999847,136.9200314,37.3012191,144411.819,-21864.346
1152,-1,スギ,18,14,2.200000048,0.170080245,生立木,0,0,0,0,0,1,,56.5,136.92009,37.3012084,144410.619,-21859.15
1166,-1,スギ,16.20000076,12.89999962,3.400000095,0.130308166,生立木,0,0,0,0,0,1,,50.79999924,136.9200613,37.30118137,144407.626,-21861.708
1167,-1,スギ,15.30000019,12.30000019,6.400000095,0.112440675,生立木,0,0,0,0,0,1,,48,136.9201122,37.30116682,144405.998,-21857.198
1168,-1,スギ,14.80000019,12,14.39999962,0.103487186,生立木,0,0,0,0,0,1,,46.40000153,136.9200886,37.30117915,144407.373,-21859.283
1169,-1,アテ,30.39999962,19.70000076,2.400000095,0.602499068,生立木,0,0,0,0,0,1,,95.5,136.9201915,37.30113891,144402.884,-21850.175
1170,-1,スギ,37.79999924,22.10000038,1.5,1.001947165,生立木,0,0,0,0,0,1,,118.6999969,136.9201512,37.30116768,144406.085,-21853.739
1177,-1,スギ,35.20000076,21.29999924,2.200000048,0.843123078,生立木,0,0,0,0,0,1,,110.5,136.9201759,37.30110066,144398.643,-21851.573
1178,-1,スギ,27.89999962,18.79999924,6.599999905,0.493929893,生立木,0,0,0,0,0,1,,87.59999847,136.9201718,37.30112695,144401.561,-21851.928
1179,-1,スギ,22.70000076,16.5,7.900000095,0.301329672,生立木,0,0,0,0,0,1,,71.30000305,136.9202315,37.30112363,144401.178,-21846.633
1180,-1,アテ,20.89999962,15.60000038,4.900000095,0.246350378,生立木,0,0,0,0,0,1,,65.59999847,136.920179,37.30120671,144410.41,-21851.269
1181,-1,スギ,47.82479858,26.70000076,2.698899984,1.959176064,生立木,1,0,0,0,0,1,,150.1000061,136.9201971,37.30120047,144409.713,-21849.662
1183,-1,アテ,20.5,15.39999962,4.099999905,0.235058188,生立木,0,0,0,0,0,1,,64.40000153,136.9202086,37.30110031,144398.596,-21848.669
1184,-1,アテ,34.5,21.10000038,4.199999809,0.803851306,生立木,0,0,0,0,0,1,,108.3000031,136.9202587,37.30113678,144402.632,-21844.221
1185,-1,スギ,40.59999847,22.79999924,2.599999905,1.184452295,生立木,0,0,0,0,0,1,,127.5,136.9202372,37.3011557,144404.736,-21846.118
1186,-1,スギ,40.29999924,22.70000076,1.799999952,1.162724972,生立木,0,0,0,0,0,1,,126.5999985,136.9202121,37.30116274,144405.523,-21848.346
1192,-1,スギ,48.79999924,26.89999962,2.799999952,2.047885895,生立木,0,0,0,0,0,1,,153.3000031,136.9200969,37.30115386,144404.564,-21858.56
1193,-1,スギ,15.89999962,12.69999981,4,0.124167077,生立木,0,0,0,0,0,1,,49.90000153,136.9200468,37.30112701,144401.596,-21863.011
1194,-1,スギ,13.89999962,11.39999962,5,0.088100508,生立木,0,0,0,0,0,1,,43.59999847,136.920027,37.30111693,144400.482,-21864.764
1196,-1,スギ,23.39999962,16.89999962,3.700000048,0.325487167,生立木,0,0,0,0,0,1,,73.5,136.9200786,37.30110982,144399.681,-21860.197
1199,-1,スギ,49.29999924,24.79999924,8.899999619,1.865073442,生立木,0,0,0,0,0,1,,154.8000031,136.9201233,37.30113336,144402.283,-21856.228
1200,-1,スギ,26.60000038,19.89999962,0,0.503622115,生立木,0,0,0,0,0,1,,83.5,136.9202095,37.301055,144393.567,-21848.601
1201,-1,スギ,22.60000038,18,0,0.290596008,生立木,0,0,0,0,0,1,,70.90000153,136.9202378,37.30107535,144395.819,-21846.086
1203,-1,アテ,26.20000076,18.10000038,2.700000048,0.425577998,生立木,0,0,0,0,0,1,,82.30000305,136.9202685,37.30112449,144401.266,-21843.357
1206,-1,スギ,21.89789963,17.60000038,3.711100101,0.310939968,生立木,0,0,0,0,0,1,,68.40000153,136.9203354,37.30117026,144406.329,-21837.41
1215,-1,アテ,24.10000038,17.20000076,4.800000191,0.348967344,生立木,0,0,0,0,0,1,,75.69999695,136.9202286,37.30120712,144410.444,-21846.865
1218,-1,スギ,18,14,0.899999976,0.170080245,生立木,0,0,0,0,0,1,,56.5,136.9201147,37.30108012,144396.377,-21856.998
1219,-1,スギ,28.10000038,18.89999962,1.5,0.502818465,生立木,0,0,0,0,0,1,,88.19999695,136.9201391,37.30109642,144398.18,-21854.833
1230,-1,スギ,45.70000076,24,3.700000048,1.562105894,生立木,0,0,0,0,0,1,,143.5,136.9204779,37.30119417,144408.949,-21824.774
1234,-1,アテ,27.39999962,18.60000038,5.199999809,0.473310351,生立木,0,0,0,0,0,1,,86,136.9205345,37.30122195,144412.019,-21819.744
1235,-1,スギ,16.20000076,12.89999962,1.799999952,0.130308166,生立木,0,0,0,0,0,1,,50.79999924,136.9204983,37.30125698,144415.915,-21822.94
1240,-1,スギ,16.60000038,13.19999981,0,0.139112458,生立木,0,0,0,0,0,1,,52.09999847,136.9204538,37.30121053,144410.77,-21826.906
1241,-1,アテ,28.39999962,19,7.800000191,0.515093803,生立木,1,0,0,0,0,1,,89.19999695,136.9205082,37.30118401,144407.815,-21822.091
1242,-1,広葉樹Ⅱ型,41.70000076,25.20000076,0,1.416055322,生立木,0,0,0,0,0,1,,131,136.9206298,37.3012024,144409.828,-21811.306
1251,-1,スギ,17.20000076,13.5,2.799999952,0.151466161,生立木,0,0,0,0,0,1,,54,136.9205805,37.30121959,144411.746,-21815.672
1253,-1,スギ,50.4917984,27.29999924,0.635900021,2.211604357,生立木,0,0,0,0,0,1,,158.3000031,136.9208678,37.30137153,144428.541,-21790.157
1254,-1,アテ,28.10000038,18.89999962,1.399999976,0.502818465,生立木,0,0,0,0,0,1,,88.19999695,136.9205331,37.30118847,144408.304,-21819.883
1256,-1,スギ,11.10000038,9.300000191,3.099999905,0.048581962,生立木,0,0,0,0,0,1,,34.79999924,136.9207214,37.30136366,144427.702,-21803.132
1263,-1,スギ,44.86090088,26,2.542099953,1.697705507,生立木,0,0,0,0,0,1,,140.6999969,136.9209135,37.30138345,144429.854,-21786.099
1267,-1,スギ,58.70189667,28.79999924,1.730499983,3.071129084,生立木,0,0,0,0,0,1,,184.3999939,136.920958,37.30139748,144431.401,-21782.154
1269,-1,スギ,50,24.89999962,1.600000024,1.923623085,生立木,0,0,0,0,0,1,,157,136.9210918,37.30145395,144437.636,-21770.273
1272,-1,スギ,39.87090302,24.70000076,3.011600018,1.300756574,生立木,0,0,0,0,0,1,,125,136.921081,37.3015295,144446.023,-21771.21
1278,-1,スギ,51.79999924,25.20000076,1.799999952,2.082584381,生立木,0,0,0,0,1,1,,162.6999969,136.9211394,37.30140788,144432.513,-21766.067
1280,-1,スギ,33.29999924,20.70000076,4.199999809,0.737202406,生立木,0,0,0,0,1,1,,104.5999985,136.9211546,37.30147044,144439.452,-21764.698
1281,-1,スギ,43.29999924,23.5,0.5,1.380120516,生立木,0,0,0,0,1,1,,136,136.9211693,37.3015097,144443.805,-21763.39
1282,-1,スギ,61.90000153,26.79999924,2.299999952,3.11035347,生立木,0,0,0,0,0,1,,194.3999939,136.9211197,37.30149761,144442.475,-21767.786
1283,-1,スギ,43.90000153,23.60000038,1.100000024,1.422842383,生立木,0,0,0,0,0,1,,137.8999939,136.9211544,37.3015285,144445.895,-21764.702
1284,-1,スギ,32.90000153,20.60000038,2.099999905,0.716938436,生立木,0,0,0,0,0,1,,103.3000031,136.9211106,37.30151513,144444.421,-21768.589
1285,-1,スギ,49.39410019,27.10000038,1.588199973,2.109109163,生立木,0,0,0,0,0,1,,154.8000031,136.9210765,37.3015014,144442.906,-21771.616
1291,-1,スギ,51.58679962,27.5,1.96420002,2.316733837,生立木,0,0,0,0,0,1,,161.6999969,136.9209357,37.30138692,144430.233,-21784.135
1295,-1,スギ,29.89999962,19.60000038,0.699999988,0.581908703,生立木,0,0,0,0,1,1,,93.90000153,136.9211327,37.30143236,144435.231,-21766.649
1296,-1,スギ,30.5,19.79999924,1.700000048,0.608925641,生立木,0,0,0,0,1,1,,95.80000305,136.921163,37.30143303,144435.299,-21763.965
1301,-1,スギ,21.79999924,16.10000038,1,0.273758203,生立木,0,0,0,0,1,1,,68.40000153,136.9211727,37.30148512,144441.076,-21763.092
1302,-1,スギ,33.59999847,22.70000076,0,0.875053406,生立木,0,0,0,0,1,1,,105.5,136.9211991,37.30151848,144444.773,-21760.743
1306,-1,スギ,22.89999962,18.10000038,2.5,0.346937895,生立木,0,0,0,0,1,1,,71.90000153,136.9211757,37.30153735,144446.873,-21762.816
1308,-1,スギ,40.87349701,25,0,1.377538204,生立木,0,0,0,0,0,1,,128.1000061,136.9211992,37.30156373,144449.794,-21760.722
1312,-1,スギ,48.5,24.60000038,2.400000095,1.793272138,生立木,0,0,0,0,0,1,,152.3000031,136.9211387,37.30154418,144447.639,-21766.092
